   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
   0,             1,               0,              1,         1,           0,          1,             1,               0,              0,        6,          0,         2
   1,             1,               0,              0,         1,           0,          0,             1,               0,              0,       10,          1,         2
   2,             4,               0,              0,        11,           2,          8,             6,               0,              1,       22,          3,         1
   3,             9,               1,             27,        22,           4,         25,            13,               1,              7,       28,          4,         2
   4,            12,               1,              0,        31,           5,          3,            22,               1,              1,       49,          8,        21
   5,            21,               4,              1,        42,           7,         18,            33,               2,              3,       64,         11,         4
   6,            28,               6,              1,        53,           8,          4,            46,               2,              1,       79,         13,         6
   7,            39,              10,              2,        71,          10,          4,            61,               4,              2,       89,         15,         5
   8,            48,              13,              1,        81,          11,          3,            78,               5,              1,      117,         20,         4
   9,            61,              18,              1,       101,          14,          3,            97,               6,              2,      141,         25,         2
  10,            66,              19,              1,       116,          16,          2,           118,               7,              1,      167,         30,         3
  11,            71,              20,              2,       131,          18,          5,           141,               8,              3,      184,         33,         7
  12,            78,              22,              1,       132,          17,          2,           166,               8,              1,      216,         39,         3
  13,            81,              22,              2,       162,          21,          5,           193,               8,              3,      237,         43,         9
  14,            98,              29,              2,       199,          23,          2,           222,               9,              1,      255,         46,         3
  15,           117,              37,              3,       192,          26,          6,           253,              11,              5,      272,         50,         8
  16,           140,              47,              3,       194,          24,          5,           286,              13,              4,      298,         54,         8
  17,           173,              62,              1,       228,          27,          5,           321,              12,              2,      313,         57,         4
  18,           200,              74,              2,       260,          31,          3,           358,              16,              2,      346,         63,         4
  19,           211,              78,              2,       302,          35,          3,           397,              16,              3,      367,         67,         4
  20,           240,              91,              2,       307,          35,          4,           438,              17,              3,      385,         70,         4
  21,           277,             108,              2,       304,          33,          3,           481,              18,              7,      423,         79,         6
  22,           284,             110,              4,       317,          34,          6,           526,              18,              4,      454,         85,         7
  23,           287,             110,              2,       354,          41,          5,           573,              18,              4,      471,         87,         6
  24,           332,             131,              6,       351,          41,          9,           622,              19,              5,      517,         96,         7
  25,           377,             152,              3,       415,          40,          4,           673,              16,              4,      544,        101,         6
  26,           404,             164,              3,       391,          36,          4,           726,              20,              5,      563,        103,         6
  27,           453,             187,              7,       415,          49,          8,           781,              21,             10,      580,        106,         6
  28,           498,             208,              4,       472,          57,          5,           838,              24,              5,      623,        115,         6
  29,           529,             222,              4,       479,          58,          6,           897,              26,              6,      647,        119,         6
  30,           562,             237,              4,       466,          56,         12,           958,              27,             13,      667,        122,        14
  31,           581,             245,              9,       508,          56,         10,          1021,              27,            114,      683,        124,         7
  32,           604,             255,              4,       523,          59,          6,          1086,              29,              7,      723,        132,         7
  33,           657,             280,              5,       629,          60,          5,          1153,              30,              7,      752,        139,         7
  34,           718,             309,              5,       653,          69,          6,          1222,              27,              8,      774,        142,         8
  35,           781,             339,              6,       627,          71,          6,          1293,              31,              8,      792,        144,         8
  36,           806,             350,              6,       663,          74,          6,          1366,              32,              8,      833,        153,         8
  37,           865,             378,              6,       718,          77,          6,          1441,              32,              9,      867,        161,         8
  38,           912,             400,              6,       706,          79,          6,          1518,              32,              9,      886,        161,         9
  39,           953,             419,              7,       718,          84,          7,          1597,              35,             10,      938,        174,         8
  40,          1004,             443,              8,       742,          86,          8,          1678,              37,             11,      960,        178,         9
  41,          1067,             473,             96,       770,          86,          9,          1761,              37,             12,      979,        182,         9
  42,          1112,             494,              8,       768,          87,          8,          1846,              36,             11,     1025,        191,         9
  43,          1189,             531,              9,       837,          91,         10,          1933,              39,            202,     1068,        200,        21
  44,          1204,             537,              9,       844,          92,          8,          2022,              39,             12,     1061,        196,        12
  45,          1281,             574,              9,       966,          89,          8,          2113,              40,             13,     1091,        201,        10
  46,          1290,             577,              9,       994,          94,          8,          2206,              41,             13,     1134,        210,        12
  47,          1359,             610,             10,       964,          93,          9,          2301,              44,             14,     1172,        217,        11
  48,          1432,             645,              3,       952,          96,         12,          2398,              43,             15,     1219,        226,        11
  49,          1489,             672,              2,       983,          98,          8,          2497,              40,             16,     1260,        235,        11
  50,          1520,             686,              3,      1038,         101,          9,          2598,              46,             92,     1298,        243,        11
  51,          1603,             726,              2,      1025,         110,          9,          2701,              44,             17,     1327,        247,        11
  52,          1630,             738,              2,      1019,         108,          9,          2806,              46,             16,     1370,        257,        11
  53,          1635,             739,              3,      1116,         114,          9,          2913,              47,             17,     1413,        266,        12
  54,          1718,             779,              2,      1121,         115,          9,          3022,              49,             17,     1467,        276,        11
  55,          1781,             809,              2,      1064,         112,          8,          3133,              51,             18,     1478,        278,        11
  56,          1820,             827,              3,      1169,         119,          9,          3246,              53,            132,     1510,        284,        12
  57,          1849,             840,              3,      1140,         125,         10,          3361,              54,             20,     1505,        281,        12
  58,          1870,             849,              3,      1152,         122,         22,          3478,              55,             20,     1570,        294,        12
  59,          1953,             889,              2,      1251,         133,         10,          3597,              57,             20,     1599,        300,        12
  60,          1980,             901,              3,      1295,         131,         11,          3718,              57,             21,     1630,        306,        12
  61,          2102,             961,              3,      1341,         135,         11,          3841,              55,            152,     1666,        314,        13
  62,          2147,             982,              3,      1311,         134,         10,          3966,              58,             23,     1667,        311,        13
  63,          2180,             997,              3,      1373,         135,         11,          4093,              59,             24,     1665,        310,        13
  64,          2185,             998,              3,      1391,         142,         10,          4222,              60,             24,     1719,        321,        16
  65,          2254,            1031,              3,      1373,         147,         12,          4353,              59,            149,     1757,        328,        15
  66,          2275,            1040,              3,      1453,         146,         11,          4486,              64,             26,     1805,        337,        14
  67,          2328,            1065,              3,      1464,         146,         12,          4621,              63,             27,     1861,        350,        14
  68,          2435,            1117,              3,      1417,         147,         11,          4758,              65,            119,     1889,        354,        14
  69,          2438,            1117,              4,      1499,         151,         13,          4897,              65,             28,     1914,        358,        16
  70,          2521,            1157,              4,      1586,         160,         14,          5038,              63,             29,     1945,        364,        15
  71,          2582,            1186,              5,      1541,         150,         13,          5181,              66,             29,     1988,        373,        16
  72,          2683,            1235,              4,      1507,         159,         12,          5326,              67,            146,     2015,        376,        15
  73,          2824,            1304,              4,      1609,         164,         13,          5473,              68,             31,     2072,        389,        16
  74,          2887,            1334,              4,      1583,         166,         30,          5622,              70,             31,     2112,        397,        16
  75,          3018,            1398,              5,      1603,         174,          6,          5773,              70,            148,     2162,        409,        16
  76,          3155,            1465,              5,      1624,         170,          6,          5926,              69,             33,     2180,        410,        16
  77,          3218,            1495,              5,      1695,         171,          6,          6081,              73,             71,     2217,        418,        19
  78,          3295,            1532,              6,      1747,         174,          7,          6238,              70,             35,     2282,        431,        17
  79,          3380,            1573,              5,      1715,         175,          6,          6397,              77,             36,     2286,        430,        20
  80,          3495,            1629,              6,      1764,         182,          8,          6558,              79,            148,     2294,        430,        18
  81,          3606,            1683,              6,      1885,         187,          7,          6721,              73,             38,     2357,        444,        18
  82,          3699,            1728,              6,      1787,         186,          8,          6886,              78,             39,     2391,        451,        19
  83,          3788,            1771,              6,      1897,         185,          7,          7053,              77,            172,     2437,        458,        18
  84,          3943,            1847,              7,      1836,         198,          8,          7222,              81,             41,     2482,        466,        19
  85,          4038,            1893,              7,      2048,         190,          7,          7393,              83,            295,     2516,        474,        19
  86,          4057,            1901,              7,      2085,         195,          8,          7566,              81,             42,     2556,        482,        19
  87,          4218,            1980,              7,      2002,         201,         10,          7741,              84,             43,     2600,        491,        20
  88,          4319,            2029,              7,      1984,         198,          8,          7918,              83,            148,     2610,        492,        19
  89,          4428,            2082,              8,      2321,         202,          8,          8097,              84,             45,     2614,        491,        19
  90,          4537,            2135,             15,      2078,         204,         15,          8278,              89,            317,     2717,        514,        20
  91,          4626,            2178,             21,      2160,         209,         17,          8461,              86,             94,     2693,        505,        24
  92,          4745,            2236,              8,      2242,         207,          8,          8646,              90,            161,     2763,        521,        20
  93,          4760,            2242,              7,      2182,         209,          8,          8833,              92,             16,     2786,        525,        20
  94,          4948,            2335,              8,      2244,         216,          7,          9022,              91,             13,     2831,        534,        22
  95,          5105,            2412,              9,      2273,         222,          9,          9213,              90,             13,     2861,        539,        20
  96,          5134,            2425,              9,      2267,         221,          9,          9406,              91,             14,     2923,        554,        22
  97,          5251,            2482,              9,      2229,         236,          9,          9601,              92,             14,     2974,        563,        22
  98,          5256,            2483,              9,      2263,         233,          7,          9798,              93,             15,     3007,        568,        21
  99,          5367,            2537,              9,      2277,         223,          9,          9997,              91,             16,     3063,        580,        23
 100,          5422,            2563,              9,      2325,         237,          9,         10198,              95,             15,     3111,        590,        27
 101,          5583,            2642,              9,      2382,         239,         13,         10401,              94,             17,     3129,        591,        28
 102,          5720,            2709,             10,      2432,         236,          9,         10606,              99,             17,     3169,        600,        22
 103,          5729,            2712,              9,      2416,         233,          8,         10813,             100,             16,     3203,        605,        22
 104,          5937,            2815,              9,      2553,         245,          9,         11022,              97,             17,     3250,        616,        28
 105,          5964,            2827,              9,      2726,         250,          9,         11233,              99,             17,     3277,        622,        22
 106,          6129,            2908,              9,      2624,         243,          9,         11446,             100,             17,     3312,        627,        23
 107,          6140,            2912,              9,      2758,         247,          8,         11661,             104,             18,     3351,        635,        23
 108,          6151,            2916,              9,      2765,         252,          7,         11878,             104,             18,     3404,        647,        23
 109,          6342,            3010,              9,      2557,         264,          9,         12097,             102,             19,     3416,        647,        24
 110,          6367,            3021,             12,      2585,         255,         12,         12318,             103,             19,     3480,        660,        33
 111,          6548,            3110,             11,      2693,         260,         10,         12541,             108,             19,     3467,        653,        35
 112,          6607,            3138,             11,      2710,         277,         10,         12766,             106,             20,     3571,        679,        26
 113,          6812,            3239,             16,      2710,         270,         16,         12993,             107,             20,     3551,        672,        25
 114,          6935,            3299,             11,      2663,         267,         11,         13222,             107,             21,     3639,        692,        25
 115,          7144,            3402,             11,      2712,         265,          9,         13453,             106,             20,     3649,        691,        25
 116,          7251,            3454,             11,      2823,         276,          9,         13686,             108,             21,     3735,        709,        25
 117,          7462,            3558,             12,      2804,         281,          9,         13921,             112,             21,     3720,        703,        25
 118,          7493,            3572,             12,      2820,         283,          9,         14158,             116,             22,     3806,        723,        29
 119,          7598,            3623,             11,      2906,         278,         10,         14397,             115,             23,     3820,        726,        26
 120,          7789,            3717,             12,      2926,         286,         10,         14638,             113,             22,     3879,        734,        34
 121,          7890,            3766,             12,      3009,         274,         10,         14881,             114,             23,     3900,        739,        24
 122,          7941,            3790,             12,      3108,         283,         10,         15126,             116,             24,     3936,        745,        23
 123,          7956,            3796,             12,      3091,         288,         10,         15373,             116,             24,     3968,        751,        25
 124,          8127,            3880,             13,      3002,         287,         10,         15622,             118,             24,     3989,        755,        12
 125,          8284,            3957,             13,      3058,         304,         10,         15873,             121,             25,     4045,        768,        11
 126,          8389,            4008,             13,      3064,         295,         11,         16126,             120,             25,     4058,        769,        11
 127,          8516,            4070,             13,      3413,         290,         10,         16381,             124,             25,     4120,        781,        11
 128,          8745,            4183,             16,      3489,         299,         10,         16638,             121,             26,     4164,        790,        11
 129,          8902,            4260,             14,      3249,         312,         11,         16897,             124,             27,     4129,        779,        11
 130,          9129,            4372,             14,      3268,         323,         10,         17158,             128,             27,     4205,        795,        11
 131,          9368,            4490,             14,      3505,         328,         11,         17421,             126,             27,     4216,        797,        11
 132,          9593,            4601,             15,      3569,         311,         10,         17686,             127,             27,     4242,        800,        11
 133,          9808,            4707,             15,      3388,         316,         11,         17953,             127,             33,     4296,        810,        15
 134,          9859,            4731,             15,      3313,         339,         11,         18222,             129,             28,     4315,        814,        11
 135,         10022,            4811,             15,      3408,         334,         11,         18493,             133,             29,     4381,        826,        11
 136,         10207,            4902,             16,      3478,         339,         10,         18766,             132,             29,     4422,        835,        11
 137,         10446,            5020,             16,      3736,         323,         18,         19041,             134,             29,     4446,        839,        11
 138,         10599,            5095,             16,      3615,         341,         11,         19318,             133,             30,     4463,        842,        12
 139,         10626,            5107,             16,      3574,         338,         12,         19597,             135,             30,     4546,        862,        11
 140,         10683,            5134,             17,      3641,         348,         10,         19878,             134,             30,     4558,        859,        11
 141,         10848,            5215,             17,      3620,         348,         12,         20161,             137,             31,     4594,        868,        12
 142,         10881,            5230,             16,      3663,         350,         12,         20446,             136,             32,     4667,        883,        12
 143,         11132,            5354,             17,      3817,         346,         12,         20733,             138,             32,     4697,        889,        12
 144,         11353,            5463,             18,      3978,         348,         13,         21022,             139,             33,     4721,        892,        14
 145,         11462,            5516,             18,      3883,         360,         12,         21313,             140,             34,     4817,        913,        13
 146,         11665,            5616,             17,      4152,         341,         11,         21606,             140,             34,     4813,        911,        13
 147,         11914,            5739,             18,      3717,         365,         13,         21901,             143,             33,     4913,        932,        13
 148,         12059,            5810,             19,      3806,         361,         11,         22198,             142,             34,     4925,        933,        15
 149,         12252,            5905,             19,      3895,         357,         12,         22497,             145,             35,     4938,        934,        13
 150,         12529,            6042,             19,      3874,         381,         12,         22798,             146,             35,     4987,        943,        13
 151,         12678,            6115,             20,      3945,         369,         13,         23101,             141,             35,     5081,        964,        13
 152,         12721,            6135,             20,      4326,         362,         12,         23406,             145,             36,     5107,        968,        13
 153,         12966,            6256,             19,      4043,         370,         12,         23713,             148,             37,     5135,        973,        13
 154,         12985,            6264,             19,      4031,         372,         12,         24022,             148,             37,     5191,        985,        12
 155,         13146,            6343,             20,      3925,         381,         13,         24333,             147,             38,     5256,        998,        14
 156,         13397,            6467,             20,      3928,         376,         13,         24646,             151,             38,     5251,        994,        13
 157,         13474,            6504,             20,      4013,         392,         14,         24961,             154,             39,     5320,       1011,        14
 158,         13483,            6507,             21,      3962,         398,         10,         25278,             155,             40,     5337,       1012,        15
 159,         13720,            6624,             21,      4030,         395,         13,         25597,             156,             41,     5366,       1017,        15
 160,         13789,            6657,             21,      4194,         392,         12,         25918,             153,             39,     5424,       1028,        15
 161,         13970,            6746,             21,      4077,         394,         13,         26241,             152,             40,     5444,       1035,        14
 162,         14211,            6865,             22,      4285,         401,         13,         26566,             157,             41,     5478,       1040,        14
 163,         14346,            6931,             22,      4361,         407,         13,         26893,             155,             41,     5586,       1064,        14
 164,         14431,            6972,             22,      4322,         415,         12,         27222,             156,             44,     5580,       1059,        13
 165,         14460,            6985,             22,      4375,         413,         14,         27553,             161,             43,     5617,       1066,        14
 166,         14479,            6993,             22,      4370,         418,         12,         27886,             161,             43,     5660,       1072,        13
 167,         14664,            7084,             23,      4426,         415,         14,         28221,             166,             44,     5693,       1081,        14
 168,         14873,            7187,             22,      4669,         413,         14,         28558,             163,             44,     5745,       1092,        14
 169,         15120,            7309,             23,      4547,         409,         14,         28897,             165,             44,     5773,       1098,        15
 170,         15369,            7432,             23,      4656,         419,         13,         29238,             166,             44,     5851,       1115,        15
 171,         15598,            7545,             24,      4690,         416,         13,         29581,             165,             45,     5876,       1118,        16
 172,         15942,            7716,             24,      4792,         419,         14,         29926,             168,             47,     5914,       1125,        16
 173,         16159,            7823,             24,      4743,         423,         14,         30273,             159,             47,     5922,       1124,        17
 174,         16202,            7843,             25,      4784,         436,         14,         30622,             165,             48,     5976,       1136,        15
 175,         16375,            7928,             25,      4788,         443,         15,         30973,             172,             51,     6029,       1145,        15
 176,         16690,            8084,             26,      4700,         449,         15,         31326,             172,             49,     6058,       1151,        18
 177,         16873,            8174,             30,      4922,         451,         15,         31681,             172,             50,     6137,       1169,        16
 178,         17052,            8262,             26,      4749,         442,         13,         32038,             176,             51,     6154,       1169,        16
 179,         17399,            8434,             27,      4772,         455,         14,         32397,             170,             50,     6169,       1171,        15
 180,         17546,            8506,             29,      4838,         465,         15,         32758,             170,             50,     6219,       1181,        16
 181,         17803,            8633,             27,      4806,         464,         15,         33121,             177,             53,     6261,       1190,        16
 182,         18094,            8777,             28,      4861,         455,         14,         33486,             175,             52,     6298,       1198,        16
 183,         18387,            8922,             29,      5031,         476,         15,         33853,             178,             52,     6324,       1201,        15
 184,         18462,            8958,             28,      5003,         466,         15,         34222,             176,             56,     6404,       1217,        16
 185,         18525,            8988,             30,      5127,         456,         15,         34593,             178,             54,     6408,       1217,        16
 186,         18784,            9116,             30,      5243,         470,         15,         34966,             178,             54,     6467,       1231,        17
 187,         19139,            9292,             29,      5388,         459,         15,         35341,             182,             55,     6511,       1235,        17
 188,         19406,            9424,             29,      5477,         478,         17,         35718,             184,             55,     6592,       1255,        18
 189,         19663,            9551,             30,      4952,         472,         16,         36097,             185,             56,     6672,       1272,        19
 190,         19764,            9600,             30,      5158,         477,         15,         36478,             184,             57,     6663,       1267,        17
 191,         19825,            9629,             31,      5303,         477,         15,         36861,             185,             56,     6718,       1278,        18
 192,         19936,            9683,             31,      5206,         486,         18,         37246,             185,             59,     6761,       1284,        19
 193,         20021,            9724,             31,      5279,         486,         16,         37633,             190,             59,     6837,       1303,        20
 194,         20340,            9882,             31,      5360,         505,         16,         38022,             184,             59,     6887,       1313,        19
 195,         20413,            9917,             31,      5664,         506,         16,         38413,             187,             60,     6904,       1318,        18
 196,         20622,           10020,             32,      5736,         493,         18,         38806,             188,             61,     6926,       1317,        19
 197,         20745,           10080,             31,      5344,         503,         16,         39201,             192,             60,     6925,       1313,        18
 198,         20888,           10150,             34,      5485,         498,         14,         39598,             192,             62,     7003,       1333,        17
 199,         20985,           10197,             32,      5109,         503,         16,         39997,             193,             63,     7039,       1340,        18
 200,         20994,           10200,             32,      5165,         504,         12,         40398,             194,             64,     7093,       1351,        17
 201,         21279,           10341,             33,      5426,         494,         16,         40801,             195,             64,     7146,       1362,        18
 202,         21498,           10449,             33,      5940,         502,         16,         41206,             195,             64,     7211,       1374,        18
 203,         21563,           10480,             33,      5470,         525,         17,         41613,             196,             66,     7220,       1373,        19
 204,         21788,           10591,             33,      5737,         525,         16,         42022,             201,             66,     7280,       1388,        19
 205,         22113,           10752,             39,      5920,         509,         16,         42433,             200,             66,     7310,       1393,        20
 206,         22176,           10782,             38,      5975,         520,         15,         42846,             200,             67,     7309,       1389,        18
 207,         22235,           10810,             34,      6408,         523,         17,         43261,             202,             66,     7357,       1401,        18
 208,         22532,           10957,             34,      6106,         514,         19,         43678,             205,             68,     7436,       1416,        18
 209,         22899,           11139,             36,      5944,         538,         16,         44097,             205,             69,     7500,       1430,        18
 210,         23196,           11286,             38,      5855,         532,         17,         44518,             206,             70,     7529,       1433,        19
 211,         23459,           11416,             36,      5820,         533,         17,         44941,             204,             71,     7586,       1445,        20
 212,         23828,           11599,             36,      5756,         538,         17,         45366,             207,             70,     7607,       1446,        21
 213,         24153,           11760,             38,      6350,         529,         17,         45793,             206,             72,     7671,       1461,        20
 214,         24298,           11831,             39,      6194,         540,         23,         46222,             209,             71,     7721,       1472,        21
 215,         24353,           11857,             37,      6892,         542,         19,         46653,             209,             73,     7702,       1462,        20
 216,         24360,           11859,             37,      7136,         540,         17,         47086,             211,             74,     7772,       1476,        21
 217,         24387,           11871,             37,      5960,         564,         18,         47521,             213,             74,     7849,       1494,        24
 218,         24458,           11905,             37,      6238,         550,         16,         47958,             213,             75,     7857,       1494,        21
 219,         24527,           11938,             37,      6340,         555,         19,         48397,             214,             76,     7869,       1495,        21
 220,         24618,           11982,             37,      6365,         554,         17,         48838,             216,             77,     7979,       1521,        22
 221,         25017,           12180,             38,      6359,         558,         17,         49281,             214,             77,     7989,       1521,        21
 222,         25162,           12251,             39,      6333,         573,         19,         49726,             215,             78,     8048,       1534,        20
 223,         25409,           12373,             39,      6201,         579,         18,         50173,             213,             78,     8078,       1536,        20
 224,         25494,           12414,             39,      6312,         585,         18,         50622,             214,             79,     8170,       1559,        21
 225,         25575,           12453,             39,      6378,         574,         18,         51073,             215,             82,     8181,       1560,        20
 226,         25788,           12558,             40,      7034,         583,         19,         51526,             216,             81,     8259,       1573,        20
 227,         26083,           12704,             40,      6338,         595,         19,         51981,             220,             82,     8303,       1585,        21
 228,         26176,           12749,             40,      6238,         598,         19,         52438,             221,             81,     8325,       1588,        21
 229,         26425,           12872,             40,      6650,         585,         19,         52897,             222,             95,     8351,       1591,        21
 230,         26488,           12902,             40,      7498,         563,         18,         53358,             224,             84,     8459,       1615,        20
 231,         26645,           12979,             41,      6241,         613,         19,         53821,             223,             83,     8459,       1612,        22
 232,         26918,           13114,             41,      6287,         616,         19,         54286,             226,             85,     8523,       1627,        22
 233,         27149,           13228,             41,      6895,         588,         19,         54753,             228,             86,     8527,       1625,        21
 234,         27398,           13351,             41,      6639,         613,         19,         55222,             227,             88,     8618,       1646,        21
 235,         27717,           13509,             43,      7879,         591,         19,         55693,             231,             88,     8653,       1654,        21
 236,         28096,           13697,             43,      7611,         593,         20,         56166,             231,             88,     8689,       1654,        22
 237,         28269,           13782,             43,      6772,         623,         20,         56641,             230,             89,     8736,       1667,        22
 238,         28302,           13797,             43,      6815,         631,         17,         57118,             231,             90,     8758,       1672,        21
 239,         28637,           13963,             43,      7016,         606,         20,         57597,             235,             90,     8815,       1684,        22
 240,         28640,           13963,             44,      6786,         628,         20,         58078,             235,             90,     8876,       1696,        22
 241,         28971,           14127,             45,      6612,         630,         20,         58561,             237,             90,     8902,       1698,        22
 242,         29004,           14142,             46,      6525,         626,         22,         59046,             238,             93,     8927,       1703,        22
 243,         29467,           14372,             45,      7223,         620,         20,         59533,             238,             94,     8906,       1695,        22
 244,         29668,           14471,             46,      7147,         621,         20,         60022,             239,             95,     8968,       1708,        22
 245,         30143,           14707,             46,      7544,         632,         21,         60513,             241,             98,     9038,       1724,        22
 246,         30460,           14864,             46,      7321,         624,         20,         61006,             238,             93,     9116,       1741,        23
 247,         30865,           15065,             47,      7284,         644,         21,         61501,             243,             97,     9118,       1736,        22
 248,         31076,           15169,             48,      7256,         646,         21,         61998,             243,             98,     9194,       1756,        23
 249,         31207,           15233,             50,      7433,         639,         21,         62497,             245,             98,     9215,       1756,        23
 250,         31234,           15245,             49,      7274,         666,         19,         62998,             247,            114,     9217,       1754,        22
 251,         31261,           15257,             48,      7101,         655,         21,         63501,             245,            100,     9315,       1776,        21
 252,         31498,           15374,             49,      7001,         668,         20,         64006,             248,            101,     9365,       1787,        25
 253,         31795,           15521,             48,      7238,         664,         21,         64513,             247,            101,     9353,       1780,        23
 254,         31862,           15553,             49,      7432,         672,         26,         65022,             249,            102,     9432,       1796,        23
 255,         32125,           15683,             49,      7664,         652,         21,         65533,             251,            104,     9486,       1810,        24
 256,         32626,           15932,             51,      7725,         654,         32,         66046,             254,            102,     9506,       1811,        25
 257,         33077,           16156,             51,      7385,         658,         21,         66561,             252,            103,     9544,       1819,        24
 258,         33592,           16412,             53,      7176,         673,         21,         67078,             248,            107,     9589,       1829,        24
 259,         33855,           16542,             52,      7623,         676,         22,         67597,             252,            105,     9637,       1839,        24
 260,         33972,           16599,             52,      7818,         646,         21,         68118,             253,            107,     9692,       1850,        25
 261,         34491,           16857,             53,      7911,         675,         21,         68641,             257,            108,     9713,       1850,        24
 262,         34950,           17085,             54,      8771,         649,         21,         69166,             257,            108,     9789,       1868,        25
 263,         35461,           17339,             54,      7717,         691,         21,         69693,             257,            109,     9792,       1868,        25
 264,         35874,           17544,             56,      7754,         667,         21,         70222,             256,            109,     9863,       1881,        26
 265,         36021,           17616,             55,      8116,         669,         21,         70753,             256,            111,     9932,       1897,        25
 266,         36120,           17664,             55,      7832,         687,         21,         71286,             260,            111,     9997,       1911,        25
 267,         36365,           17785,             56,      7759,         689,         22,         71821,             257,            112,    10004,       1912,        25
 268,         36790,           17996,             56,      7812,         715,         22,         72358,             264,            115,    10039,       1919,        25
 269,         36973,           18086,             57,      7713,         714,         25,         72897,             264,            113,    10101,       1927,        25
 270,         37294,           18245,             57,      7771,         719,         20,         73438,             265,            113,    10139,       1938,        25
 271,         37649,           18421,             58,      7792,         724,         23,         73981,             267,            120,    10127,       1932,        26
 272,         38174,           18682,             58,      7800,         717,         23,         74526,             264,            116,    10206,       1947,        27
 273,         38253,           18720,             59,      8719,         702,         27,         75073,             268,            118,    10232,       1951,        26
 274,         38374,           18779,             58,      8456,         718,         22,         75622,             267,            119,    10375,       1986,        26
 275,         38571,           18876,             59,      7903,         730,         23,         76173,             266,            118,    10361,       1979,        26
 276,         38956,           19067,             60,      8225,         735,         22,         76726,             271,            118,    10394,       1984,        27
 277,         39167,           19171,             59,      8607,         719,         24,         77281,             271,            119,    10427,       1990,        26
 278,         39210,           19191,             60,      8575,         723,         22,         77838,             273,            120,    10535,       2016,        26
 279,         39329,           19249,             60,      8438,         730,         23,         78397,             271,            122,    10532,       2010,        26
 280,         39630,           19398,             60,      8675,         734,         23,         78958,             274,            122,    10597,       2025,        27
 281,         39859,           19511,             62,      8260,         724,         24,         79521,             275,            123,    10592,       2022,        28
 282,         40332,           19746,             62,      8516,         741,         24,         80086,             276,            124,    10654,       2035,        27
 283,         40523,           19840,             62,      8303,         756,         24,         80653,             276,            125,    10649,       2031,        28
 284,         40916,           20035,             63,      8626,         750,         24,         81222,             277,            126,    10782,       2062,        26
 285,         40929,           20040,             63,      9197,         750,         24,         81793,             278,            128,    10830,       2071,        27
 286,         41436,           20292,             64,      8878,         741,         23,         82366,             278,            128,    10843,       2071,        27
 287,         41455,           20300,             66,      8816,         757,         24,         82941,             284,            128,    10844,       2071,        26
 288,         41498,           20320,             64,      8688,         753,         24,         83518,             282,            129,    10981,       2101,        27
 289,         41741,           20440,             64,      8377,         772,         25,         84097,             284,            130,    11041,       2115,        29
 290,         42152,           20644,             64,      9011,         758,         25,         84678,             282,            136,    11050,       2111,        27
 291,         42599,           20866,             67,      8808,         771,         26,         85261,             286,            134,    11070,       2115,        28
 292,         43116,           21123,             67,      8876,         782,         25,         85846,             287,            135,    11181,       2142,        28
 293,         43661,           21394,             67,      8799,         762,         25,         86433,             286,            134,    11204,       2141,        36
 294,         43984,           21554,             69,      9319,         780,         32,         87022,             290,            146,    11212,       2141,        28
 295,         44077,           21599,             68,      9055,         777,         25,         87613,             291,            137,    11269,       2154,        28
 296,         44400,           21759,             68,      8949,         793,         24,         88206,             287,            138,    11349,       2174,        28
 297,         44527,           21821,             68,      9302,         776,         25,         88801,             287,            139,    11340,       2168,        28
 298,         44864,           21988,             69,      8703,         812,         56,         89398,             294,            140,    11414,       2183,        30
 299,         45341,           22225,             69,      9105,         779,         30,         89997,             291,            143,    11486,       2200,        29
 300,         45624,           22365,             70,      9183,         797,         26,         90598,             299,            141,    11537,       2208,        31
 301,         45979,           22541,             71,      9592,         802,         25,         91201,             297,            145,    11600,       2222,        30
 302,         46306,           22703,             72,      8762,         820,         26,         91806,             297,            145,    11640,       2230,        29
 303,         46775,           22936,             72,      9615,         796,         25,         92413,             298,            145,    11687,       2237,        30
 304,         47308,           23201,             73,      9474,         800,         25,         93022,             295,            144,    11751,       2250,        29
 305,         47741,           23416,             73,      9455,         810,         25,         93633,             300,            147,    11730,       2243,        29
 306,         47980,           23534,             74,      9717,         790,         24,         94246,             302,            147,    11869,       2273,        29
 307,         48047,           23566,             74,      9311,         834,         26,         94861,             304,            148,    11879,       2273,        31
 308,         48224,           23653,             74,      9328,         818,         25,         95478,             299,            148,    11938,       2284,        30
 309,         48631,           23855,             74,      9612,         816,         26,         96097,             303,            152,    11935,       2278,        30
 310,         48880,           23978,             75,      9191,         844,         26,         96718,             308,            151,    11989,       2293,        30
 311,         49241,           24157,             75,     10223,         825,         26,         97341,             305,            151,    12065,       2312,        32
 312,         49596,           24333,             76,      9624,         814,         25,         97966,             307,            152,    12106,       2318,        32
 313,         49743,           24405,             76,      9561,         825,         26,         98593,             311,            153,    12144,       2326,        30
 314,         50144,           24604,             76,      9636,         869,         25,         99222,             310,            154,    12254,       2347,        30
 315,         50749,           24905,             77,     10736,         814,         26,         99853,             307,            164,    12284,       2352,        30
 316,         51144,           25101,             78,     10315,         847,         26,        100486,             309,            156,    12291,       2352,        30
