     n, heap_cmp, heap_swaps, heap_time
 40994,  3032600,     592587,      4104
 40995,  3032615,     592589,      4069
 40996,  3033306,     592742,      4062
 40997,  3033115,     592682,      4079
 40998,  3033075,     592681,      4058
 40999,  3033589,     592793,      4048
 41000,  3033006,     592668,      4054
 41001,  3033807,     592864,      4070
 41002,  3033452,     592770,      4066
 41003,  3033571,     592779,      4072
 41004,  3033934,     592871,      4315
 41005,  3033768,     592821,      4132
 41006,  3033351,     592699,      4068
 41007,  3033958,     592844,      5485
 41008,  3033890,     592832,      5651
 41009,  3033652,     592789,      4073
 41010,  3034338,     592961,      4065
 41011,  3034394,     592943,      4058
 41012,  3033917,     592850,      4085
 41013,  3034923,     593074,      4051
 41014,  3034950,     593076,      4057
 41015,  3035029,     593091,      4057
 41016,  3034839,     593081,      4072
 41017,  3034940,     593081,      5971
 41018,  3034863,     593028,      4056
 41019,  3034390,     592920,      4086
 41020,  3034831,     593030,      4091
 41021,  3035136,     593056,      4056
 41022,  3034657,     592969,      6153
 41023,  3035601,     593192,      4065
 41024,  3035780,     593226,      4064
 41025,  3035344,     593127,      4057
 41026,  3035639,     593207,      4064
 41027,  3035884,     593233,      4033
 41028,  3035874,     593265,      4044
 41029,  3035662,     593175,      4055
 41030,  3035225,     593077,      4069
 41031,  3035470,     593118,      4152
 41032,  3035888,     593225,      4066
 41033,  3036375,     593399,      4101
 41034,  3035834,     593238,      4067
 41035,  3036018,     593230,      4079
 41036,  3036221,     593294,      4101
 41037,  3036212,     593256,      4068
 41038,  3036117,     593266,      4069
 41039,  3036252,     593303,      4072
 41040,  3036483,     593378,      4061
 41041,  3036257,     593291,      4065
 41042,  3037069,     593503,      4053
 41043,  3036989,     593462,      4055
 41044,  3036705,     593405,      4057
 41045,  3036952,     593457,      4068
 41046,  3036893,     593448,      4061
 41047,  3036732,     593342,      4062
 41048,  3037417,     593523,      4079
 41049,  3037231,     593490,      4064
 41050,  3037247,     593508,      4060
 41051,  3037292,     593507,      4329
 41052,  3037669,     593561,      4067
 41053,  3037815,     593615,      4070
 41054,  3037829,     593638,      4074
 41055,  3037484,     593531,      4088
 41056,  3038137,     593665,      4079
 41057,  3037444,     593534,      4066
 41058,  3038035,     593660,      4067
 41059,  3038568,     593782,      4065
 41060,  3038028,     593646,      4071
 41061,  3037973,     593631,      4058
 41062,  3038115,     593641,      4065
 41063,  3038474,     593760,      4066
 41064,  3038898,     593860,      4069
 41065,  3038471,     593724,      4096
 41066,  3038368,     593682,      4065
 41067,  3038215,     593655,      4056
 41068,  3039364,     593935,      4067
 41069,  3038769,     593799,      4057
 41070,  3039145,     593892,      4093
 41071,  3039497,     593957,      4080
 41072,  3038933,     593825,      5344
 41073,  3039153,     593896,      5744
 41074,  3039296,     593935,      4164
 41075,  3038805,     593772,      6448
 41076,  3038876,     593780,      4778
 41077,  3039424,     593892,      4070
 41078,  3039635,     593970,      6381
 41079,  3039411,     593910,      5109
 41080,  3039306,     593862,      4056
 41081,  3039821,     593994,      4088
 41082,  3039761,     593971,      4254
 41083,  3040208,     594054,      4064
 41084,  3040164,     594018,      4057
 41085,  3039829,     593991,      4049
 41086,  3040376,     594118,      4840
 41087,  3040590,     594200,      4077
 41088,  3040305,     594075,      4051
 41089,  3040368,     594093,      4106
 41090,  3041001,     594232,      4118
 41091,  3040294,     594069,      5527
 41092,  3040347,     594081,      4064
 41093,  3041614,     594381,      4069
 41094,  3041616,     594425,      4078
 41095,  3041350,     594350,      4059
 41096,  3040955,     594229,      4063
 41097,  3041085,     594258,      4073
 41098,  3041265,     594281,      4074
 41099,  3041357,     594304,      4063
 41100,  3041167,     594233,      4066
 41101,  3041633,     594364,      4062
 41102,  3041480,     594334,      5512
 41103,  3041043,     594213,      4079
 41104,  3042115,     594460,      4072
 41105,  3042129,     594441,      4140
 41106,  3041943,     594429,      4072
 41107,  3041911,     594417,      4112
 41108,  3042308,     594513,      4073
 41109,  3042103,     594444,      4087
 41110,  3041970,     594430,      4060
 41111,  3042121,     594460,      4071
 41112,  3043088,     594665,      4059
 41113,  3041898,     594361,      4085
 41114,  3042479,     594499,      4153
 41115,  3042706,     594582,      4059
 41116,  3042413,     594492,      4065
 41117,  3042316,     594464,      4089
 41118,  3042173,     594406,      5600
 41119,  3044043,     594865,      4342
 41120,  3043102,     594669,      4072
 41121,  3042887,     594618,      4082
 41122,  3043214,     594669,      4080
 41123,  3043422,     594715,      4071
 41124,  3042958,     594608,      4085
 41125,  3043632,     594787,      4100
 41126,  3042941,     594554,      4079
 41127,  3044113,     594882,      4080
 41128,  3043493,     594705,      4068
 41129,  3043350,     594688,      4078
 41130,  3043658,     594751,      4059
 41131,  3044079,     594847,      5071
 41132,  3044723,     595008,      4073
 41133,  3043760,     594740,      4087
 41134,  3045174,     595127,      4082
 41135,  3043905,     594814,      4137
 41136,  3044587,     594938,      4090
 41137,  3044886,     595008,      4119
 41138,  3044746,     595012,      4073
 41139,  3044694,     594970,      4069
 41140,  3044918,     595022,      4061
 41141,  3044594,     594927,      4173
 41142,  3045463,     595143,      4104
 41143,  3045043,     595033,      4076
 41144,  3045097,     595046,      4067
 41145,  3045464,     595116,      5672
 41146,  3045767,     595202,      4074
 41147,  3045259,     595094,      4072
 41148,  3045137,     595047,      4092
 41149,  3045485,     595101,      4089
 41150,  3045291,     595045,      4067
 41151,  3045944,     595232,      4071
 41152,  3045402,     595095,      4066
 41153,  3046395,     595321,      4058
 41154,  3045695,     595170,      4063
 41155,  3046033,     595253,      4095
 41156,  3045817,     595162,      4091
 41157,  3046527,     595339,      4069
 41158,  3046121,     595220,      4085
 41159,  3046129,     595233,      4099
 41160,  3046418,     595313,      4080
 41161,  3046553,     595348,      4097
 41162,  3046653,     595366,      5689
 41163,  3046334,     595244,      4089
 41164,  3046435,     595327,      4073
 41165,  3046607,     595344,      4071
 41166,  3047148,     595477,      4285
 41167,  3046664,     595329,      4072
 41168,  3046678,     595324,      4076
 41169,  3047007,     595432,      4091
 41170,  3047192,     595472,      4070
 41171,  3047702,     595586,      4072
 41172,  3047719,     595578,      4077
 41173,  3047382,     595479,      5566
 41174,  3047169,     595431,      4294
 41175,  3047589,     595543,      4082
 41176,  3048028,     595636,      4087
 41177,  3048232,     595722,      4085
 41178,  3048102,     595652,      5595
 41179,  3048540,     595754,      4190
 41180,  3047421,     595456,      4080
 41181,  3048413,     595709,      4083
 41182,  3048197,     595670,      6020
 41183,  3048083,     595628,      4071
 41184,  3048460,     595721,      4063
 41185,  3048632,     595754,      4078
 41186,  3048345,     595659,      4073
 41187,  3048714,     595749,      4065
 41188,  3048401,     595688,      4082
 41189,  3049001,     595806,      4087
 41190,  3048743,     595743,      4069
 41191,  3048457,     595679,      4099
 41192,  3048871,     595787,      4070
 41193,  3049077,     595817,      4083
 41194,  3049441,     595912,      4073
 41195,  3049931,     596022,      4101
 41196,  3049737,     595989,      4117
 41197,  3049763,     595996,      4073
 41198,  3049213,     595840,      4072
 41199,  3049778,     595993,      4076
 41200,  3049541,     595863,      4080
 41201,  3050132,     596039,      4072
 41202,  3049621,     595915,      4091
 41203,  3049496,     595885,      4079
 41204,  3049863,     595977,      4076
 41205,  3050369,     596094,      4093
 41206,  3050198,     596056,      4112
 41207,  3050464,     596102,      4076
 41208,  3050202,     596042,      4082
 41209,  3050819,     596164,      4092
 41210,  3050023,     595981,      4098
 41211,  3050492,     596078,      4081
 41212,  3050570,     596115,      4099
 41213,  3051293,     596255,      4083
 41214,  3051336,     596280,      4085
 41215,  3051028,     596184,      4085
 41216,  3051040,     596209,      4065
 41217,  3051590,     596341,      4095
 41218,  3051510,     596325,      4078
 41219,  3051017,     596189,      4085
 41220,  3051714,     596363,      4076
 41221,  3052011,     596453,      4141
 41222,  3051586,     596347,      4075
 41223,  3051512,     596350,      4083
 41224,  3051289,     596240,      4066
 41225,  3051499,     596294,      4101
 41226,  3051735,     596357,      4088
 41227,  3051836,     596360,      4091
 41228,  3051622,     596290,      4080
 41229,  3052044,     596421,      4087
 41230,  3051685,     596333,      4094
 41231,  3052332,     596467,      4155
 41232,  3052460,     596494,      4091
 41233,  3052542,     596511,      4094
 41234,  3052202,     596416,      4085
 41235,  3052358,     596456,      4103
 41236,  3052984,     596639,      4087
 41237,  3052430,     596475,      4095
 41238,  3052505,     596452,      4108
 41239,  3053167,     596645,      4083
 41240,  3053107,     596621,      4091
 41241,  3053384,     596701,      4088
 41242,  3053208,     596609,      4106
 41243,  3052712,     596514,      4095
 41244,  3053125,     596640,      4097
 41245,  3053063,     596623,      5747
 41246,  3053445,     596671,      4074
 41247,  3053858,     596756,      4086
 41248,  3054286,     596887,      4080
 41249,  3053946,     596789,      4115
 41250,  3053475,     596665,      4077
 41251,  3054031,     596804,      4077
 41252,  3054115,     596829,      4092
 41253,  3054089,     596825,      4095
 41254,  3054338,     596874,      5858
 41255,  3054246,     596850,      4088
 41256,  3054930,     597023,      4151
 41257,  3054963,     597021,      4079
 41258,  3054247,     596817,      4120
 41259,  3054355,     596829,      4073
 41260,  3055145,     597027,      4178
 41261,  3054767,     596928,      4097
 41262,  3055089,     596989,      4088
 41263,  3054131,     596759,      4108
 41264,  3054654,     596894,      4088
 41265,  3055242,     597076,      4081
 41266,  3055347,     597111,      4075
 41267,  3055003,     597000,      4110
 41268,  3055226,     597039,      4094
 41269,  3055068,     596951,      4076
 41270,  3055618,     597119,      4133
 41271,  3055959,     597205,      4082
 41272,  3055334,     597048,      5539
 41273,  3055743,     597130,      4072
 41274,  3055705,     597129,      4146
 41275,  3056180,     597217,      4083
 41276,  3055970,     597189,      5923
 41277,  3056464,     597301,      4238
 41278,  3056219,     597207,      4098
 41279,  3056343,     597268,      4084
 41280,  3056455,     597326,      4078
 41281,  3056268,     597207,      4109
 41282,  3056890,     597382,      4084
 41283,  3056539,     597306,      4090
 41284,  3056628,     597293,      4085
 41285,  3055874,     597109,      4196
 41286,  3056629,     597294,      4342
 41287,  3056616,     597280,      4101
 41288,  3057269,     597421,      4130
 41289,  3056561,     597242,      4091
 41290,  3057097,     597387,      4961
 41291,  3057096,     597397,      4937
 41292,  3057769,     597578,      4082
 41293,  3058054,     597624,      4090
 41294,  3057361,     597426,      4093
 41295,  3057740,     597549,      5870
 41296,  3058079,     597613,      4095
 41297,  3057673,     597520,      4087
 41298,  3057620,     597489,      4096
 41299,  3057648,     597513,      4107
 41300,  3057905,     597583,      4100
 41301,  3058022,     597590,      4095
 41302,  3057702,     597529,      4130
 41303,  3058687,     597787,      4079
 41304,  3058471,     597699,      5787
 41305,  3058148,     597597,      4633
 41306,  3058818,     597747,      6609
 41307,  3058828,     597745,     10503
 41308,  3058816,     597735,     11562
 41309,  3058515,     597639,     10949
 41310,  3059148,     597822,      4099
 41311,  3058284,     597605,      4080
 41312,  3058807,     597725,      5663
 41313,  3058760,     597723,      4109
 41314,  3059029,     597795,      4095
 41315,  3058945,     597750,      4124
 41316,  3059270,     597841,      4407
 41317,  3058968,     597748,      4099
 41318,  3059391,     597838,      4103
 41319,  3059725,     597950,      4089
 41320,  3059649,     597897,      4278
 41321,  3059366,     597820,      4104
 41322,  3059214,     597788,      4094
 41323,  3060081,     597970,      4132
 41324,  3060295,     598034,      4101
 41325,  3060105,     597985,      4105
 41326,  3060287,     598030,      4092
 41327,  3060296,     598036,      4079
 41328,  3060271,     598008,      4089
 41329,  3060574,     598138,      4093
 41330,  3060694,     598111,      4086
 41331,  3060545,     598089,      4098
 41332,  3060406,     598063,      4093
 41333,  3060489,     598010,      4128
 41334,  3060746,     598124,      4089
 41335,  3061046,     598181,      4082
 41336,  3060486,     598017,      4309
 41337,  3061079,     598216,      5240
 41338,  3061213,     598195,      4118
 41339,  3061372,     598228,      4102
 41340,  3061517,     598297,      4109
 41341,  3061393,     598242,      5697
 41342,  3060940,     598154,      4107
 41343,  3061700,     598334,      4103
 41344,  3062069,     598366,      4112
 41345,  3062045,     598407,      4132
 41346,  3061636,     598277,      4110
 41347,  3061261,     598181,      4104
 41348,  3062358,     598466,      4094
 41349,  3062757,     598535,      4092
 41350,  3062620,     598515,      4101
 41351,  3062951,     598572,      4100
 41352,  3061980,     598344,      4117
 41353,  3062126,     598326,      4096
 41354,  3062466,     598428,      4092
 41355,  3062804,     598560,      4102
 41356,  3062820,     598532,      4146
 41357,  3063230,     598652,      4098
 41358,  3062551,     598471,      4114
 41359,  3062665,     598463,      4095
 41360,  3062547,     598476,      4127
 41361,  3062859,     598545,      4112
 41362,  3063062,     598552,      4116
 41363,  3063170,     598589,      4111
 41364,  3062657,     598470,      4104
 41365,  3063551,     598658,      4117
 41366,  3063586,     598687,      4117
 41367,  3063739,     598699,      4105
 41368,  3063838,     598724,      4113
 41369,  3062792,     598461,      4151
 41370,  3063819,     598696,      4116
 41371,  3063720,     598663,      4109
 41372,  3063725,     598647,      4110
 41373,  3064578,     598891,      4098
 41374,  3064152,     598792,      6521
 41375,  3064092,     598796,      5656
 41376,  3064174,     598744,      4101
 41377,  3064125,     598788,      4220
 41378,  3064484,     598838,      4097
 41379,  3064679,     598876,      5971
 41380,  3064593,     598881,      4124
 41381,  3064386,     598798,      4093
 41382,  3064088,     598733,      4141
 41383,  3065127,     598967,      4180
 41384,  3064915,     598909,      4111
 41385,  3065049,     598945,      4118
 41386,  3064864,     598908,      4114
 41387,  3065443,     599083,      4136
 41388,  3065484,     599064,      4107
 41389,  3065205,     598975,      4124
 41390,  3064914,     598914,      4129
 41391,  3065978,     599174,      4099
 41392,  3065378,     599025,      4097
 41393,  3065934,     599187,      4090
 41394,  3065900,     599113,      4136
 41395,  3066243,     599223,      4107
 41396,  3065956,     599155,      4106
 41397,  3066098,     599197,      4319
 41398,  3065556,     599010,      4109
 41399,  3065390,     598977,      4112
 41400,  3066333,     599230,      4115
 41401,  3065947,     599131,      4123
 41402,  3066178,     599175,      4117
 41403,  3066417,     599213,      4098
 41404,  3066836,     599354,      4108
 41405,  3067575,     599489,      4091
 41406,  3067122,     599398,      4105
 41407,  3066700,     599282,      4101
 41408,  3066683,     599265,      4101
 41409,  3066878,     599325,      4121
 41410,  3066444,     599186,      4102
 41411,  3067027,     599384,      4126
 41412,  3066526,     599198,      4097
 41413,  3067549,     599443,      4107
 41414,  3067117,     599356,      4145
 41415,  3067433,     599416,      4118
 41416,  3067338,     599383,      4204
 41417,  3067382,     599416,      4130
 41418,  3067790,     599517,      4142
 41419,  3067371,     599422,      4111
 41420,  3068450,     599677,      4107
 41421,  3067694,     599453,      4392
 41422,  3067667,     599458,      9564
 41423,  3068091,     599559,      6231
 41424,  3067861,     599515,      5636
 41425,  3068242,     599583,      8916
 41426,  3068415,     599622,      4894
 41427,  3067967,     599501,      6869
 41428,  3068161,     599574,      4112
 41429,  3068222,     599547,      6572
 41430,  3068155,     599536,      7159
 41431,  3068736,     599681,      4106
 41432,  3068775,     599687,      4141
 41433,  3068538,     599613,      6850
 41434,  3069121,     599752,     12420
 41435,  3069181,     599760,      5736
 41436,  3068772,     599679,      4148
 41437,  3069269,     599819,      4120
 41438,  3069281,     599769,      4166
 41439,  3069199,     599748,      4108
 41440,  3069559,     599871,      4106
 41441,  3069554,     599825,      4105
 41442,  3069482,     599822,      4114
 41443,  3069256,     599759,      4107
 41444,  3069644,     599842,      4104
 41445,  3070051,     599960,      4143
 41446,  3069451,     599797,      4101
 41447,  3070540,     600055,      4103
 41448,  3069387,     599774,      4108
 41449,  3069475,     599784,      4104
 41450,  3070083,     599969,      4142
 41451,  3070360,     599972,      4145
 41452,  3070285,     599967,      5295
 41453,  3070233,     599942,      4943
 41454,  3070699,     600058,      5081
 41455,  3070792,     600066,      4691
 41456,  3070758,     600044,      4745
 41457,  3070991,     600101,      7006
 41458,  3070510,     600029,      4450
 41459,  3070328,     599970,      7077
 41460,  3070758,     600048,      6654
 41461,  3070734,     600047,      5092
 41462,  3071005,     600136,      4149
 41463,  3071356,     600187,      7456
 41464,  3071709,     600270,      4719
 41465,  3071451,     600216,      4157
 41466,  3071803,     600267,      5031
 41467,  3071659,     600268,      4755
 41468,  3072687,     600518,      4126
 41469,  3071606,     600210,      6082
 41470,  3071969,     600319,      4187
 41471,  3071910,     600287,      4233
 41472,  3071517,     600203,      4161
 41473,  3072459,     600448,      5668
 41474,  3072072,     600326,      4143
 41475,  3072950,     600552,      5167
 41476,  3072373,     600393,      6061
 41477,  3072181,     600353,      4119
 41478,  3072302,     600390,      4171
 41479,  3072592,     600416,      5578
 41480,  3072484,     600399,      4365
 41481,  3073324,     600628,      4201
 41482,  3072732,     600466,      4111
 41483,  3073592,     600709,      5388
 41484,  3073446,     600618,      4411
 41485,  3073097,     600518,      4115
 41486,  3072699,     600431,      4145
 41487,  3073119,     600530,      5394
 41488,  3073426,     600588,      4225
 41489,  3073360,     600583,      4107
 41490,  3073504,     600635,      4701
 41491,  3073979,     600738,      5919
 41492,  3073247,     600563,      4104
 41493,  3073953,     600740,      4149
 41494,  3073625,     600641,      4543
 41495,  3074393,     600815,      4234
 41496,  3074591,     600878,      4117
 41497,  3073643,     600627,      4115
 41498,  3073839,     600656,      4387
 41499,  3074110,     600743,      4121
 41500,  3074347,     600778,      4104
 41501,  3074211,     600752,      4441
 41502,  3074435,     600792,      5388
 41503,  3074307,     600766,      4117
 41504,  3074401,     600793,      4105
 41505,  3074666,     600850,      5521
 41506,  3075132,     600974,      4139
 41507,  3075036,     600936,      4113
 41508,  3075142,     600935,      4135
 41509,  3074638,     600792,      4105
 41510,  3074255,     600724,      4102
 41511,  3074834,     600855,      4111
 41512,  3075421,     601009,      4117
 41513,  3075263,     600945,      4113
 41514,  3075552,     601015,      4231
 41515,  3075316,     600950,      4118
 41516,  3075803,     601079,      4127
 41517,  3075375,     600945,      4112
 41518,  3076124,     601163,      4116
 41519,  3075612,     601015,      4115
 41520,  3075469,     600953,      4779
 41521,  3076276,     601145,      4577
 41522,  3075924,     601084,      7633
 41523,  3075504,     600939,      5785
 41524,  3075888,     601096,      6176
 41525,  3076048,     601105,      4260
 41526,  3075708,     601000,      4101
 41527,  3076637,     601231,      5157
 41528,  3076017,     601065,      4161
 41529,  3076405,     601162,      4136
 41530,  3076233,     601106,      4212
 41531,  3076691,     601252,      4148
 41532,  3076960,     601307,      4118
 41533,  3077047,     601319,      4128
 41534,  3077274,     601384,      4299
 41535,  3076728,     601235,      4121
 41536,  3076926,     601261,      4124
 41537,  3077786,     601478,      4187
 41538,  3077866,     601504,      4523
 41539,  3077341,     601315,      8905
 41540,  3077394,     601377,      5695
 41541,  3077764,     601442,     44223
 41542,  3077464,     601363,      5137
 41543,  3077409,     601363,      5301
 41544,  3077568,     601402,      4186
 41545,  3077810,     601448,      4266
 41546,  3077818,     601449,      4287
 41547,  3078215,     601523,      5417
 41548,  3078282,     601555,      4208
 41549,  3078210,     601507,      4676
 41550,  3077998,     601434,     23987
 41551,  3078458,     601574,      6028
 41552,  3078175,     601499,      5399
 41553,  3078358,     601584,      4263
 41554,  3078598,     601604,      5139
 41555,  3078122,     601480,      4121
 41556,  3078774,     601640,      5034
 41557,  3079413,     601771,      4818
 41558,  3078405,     601545,      4231
 41559,  3078603,     601595,      4227
 41560,  3078669,     601565,      5179
 41561,  3079093,     601702,      4117
 41562,  3079052,     601703,      4103
 41563,  3079304,     601729,      4194
 41564,  3079862,     601886,      5333
 41565,  3079794,     601881,      4147
 41566,  3079845,     601836,      4115
 41567,  3080002,     601889,      4532
 41568,  3079462,     601738,      4120
 41569,  3079832,     601855,      4108
 41570,  3080043,     601895,      5749
 41571,  3080623,     602033,      4164
 41572,  3079469,     601738,      4123
 41573,  3080124,     601904,      5532
 41574,  3079920,     601842,      5258
 41575,  3080814,     602044,      4895
 41576,  3080294,     601953,      4907
 41577,  3080352,     601948,      4550
 41578,  3081024,     602096,      5142
 41579,  3080814,     602013,      5169
 41580,  3080397,     601959,      4271
 41581,  3080373,     601933,      5818
 41582,  3080936,     602068,      4567
 41583,  3080920,     602084,      4127
 41584,  3081381,     602184,      4508
 41585,  3081681,     602233,      4893
 41586,  3081599,     602215,      4142
 41587,  3081485,     602173,      4146
 41588,  3081577,     602206,      4741
 41589,  3081025,     602066,      4146
 41590,  3081489,     602176,      4131
 41591,  3081485,     602145,      4131
 41592,  3081468,     602152,      4377
 41593,  3081690,     602202,      4132
 41594,  3081584,     602172,      4124
 41595,  3081942,     602280,      4641
 41596,  3082037,     602283,      4907
 41597,  3082380,     602352,      4143
 41598,  3082068,     602284,      4134
 41599,  3082217,     602280,      4802
 41600,  3081980,     602234,      4213
 41601,  3082742,     602454,      4162
 41602,  3082696,     602409,      4135
 41603,  3082394,     602352,      5243
 41604,  3082658,     602409,      4708
 41605,  3083032,     602502,      4129
 41606,  3082603,     602404,      4226
 41607,  3083272,     602531,      5291
 41608,  3083124,     602518,      4128
 41609,  3083482,     602589,      4143
 41610,  3083091,     602459,      5056
 41611,  3083264,     602499,      4288
 41612,  3083014,     602460,      4251
 41613,  3083637,     602592,      4177
 41614,  3082890,     602412,      5431
 41615,  3083686,     602598,      4268
 41616,  3084087,     602679,      4165
 41617,  3083885,     602662,      4157
 41618,  3083868,     602646,      4732
 41619,  3083756,     602616,      5066
 41620,  3084207,     602717,      4241
 41621,  3083973,     602639,      5427
 41622,  3083810,     602647,      4182
 41623,  3084370,     602786,      4131
 41624,  3084287,     602717,      4135
 41625,  3084390,     602743,      5240
 41626,  3084352,     602717,      4127
 41627,  3085121,     602910,      4125
 41628,  3084897,     602835,      5086
 41629,  3085425,     602993,      6036
 41630,  3084937,     602831,      4144
 41631,  3085434,     602954,      4128
 41632,  3085267,     602943,      5318
 41633,  3085670,     602994,      4480
 41634,  3085160,     602878,      4130
 41635,  3085387,     602945,      5146
 41636,  3085030,     602851,      4132
 41637,  3085336,     602911,      4127
 41638,  3085980,     603065,      4126
 41639,  3086050,     603083,      4816
 41640,  3085716,     602991,      4131
 41641,  3086080,     603085,      4168
 41642,  3086022,     603083,      4117
 41643,  3086122,     603084,      5062
 41644,  3086032,     603061,      4131
 41645,  3085686,     602972,      4137
 41646,  3085763,     602967,      4116
 41647,  3086179,     603090,      4926
 41648,  3086432,     603114,      4150
 41649,  3087025,     603286,      4187
 41650,  3086229,     603093,      4248
 41651,  3086341,     603122,      5669
 41652,  3086785,     603186,      4126
 41653,  3086336,     603095,      4136
 41654,  3087027,     603274,      5753
 41655,  3086658,     603177,      4259
 41656,  3086840,     603209,      4130
 41657,  3086542,     603116,      5241
 41658,  3087322,     603323,      5059
 41659,  3087161,     603259,      4134
 41660,  3087301,     603325,      4134
 41661,  3087542,     603345,      5876
 41662,  3087751,     603420,      4239
 41663,  3087892,     603429,      4128
 41664,  3087633,     603366,      5793
 41665,  3087689,     603401,      4175
 41666,  3087984,     603455,      4133
 41667,  3087785,     603397,      4209
 41668,  3087970,     603415,      4542
 41669,  3087752,     603374,      4179
 41670,  3087641,     603368,      4124
 41671,  3088345,     603506,      4163
 41672,  3088356,     603532,      5896
 41673,  3088016,     603415,      4134
 41674,  3088752,     603630,      4133
 41675,  3088541,     603555,      4139
 41676,  3088681,     603582,      4321
 41677,  3088758,     603594,      4139
 41678,  3089158,     603711,      4139
 41679,  3089405,     603763,      4141
 41680,  3089137,     603676,      4707
 41681,  3088841,     603622,      4135
 41682,  3088874,     603611,      4174
 41683,  3089271,     603697,      4305
 41684,  3089795,     603810,      4283
 41685,  3089311,     603699,      4125
 41686,  3089108,     603629,      4136
 41687,  3089839,     603816,      5348
 41688,  3089306,     603705,      4143
 41689,  3089494,     603719,      5882
 41690,  3089084,     603650,      4161
 41691,  3089882,     603819,      5579
 41692,  3090279,     603922,      4139
 41693,  3090515,     603982,      4128
 41694,  3090327,     603924,      4697
 41695,  3090201,     603878,      4145
 41696,  3090529,     603942,      4132
 41697,  3090425,     603921,      4171
 41698,  3089815,     603734,      5300
 41699,  3090481,     603916,      4141
 41700,  3090341,     603897,      5506
 41701,  3091056,     604033,      6539
 41702,  3090975,     604030,      4147
 41703,  3091288,     604106,      4135
 41704,  3090766,     603989,      4138
 41705,  3090643,     603931,      4458
 41706,  3091244,     604081,      4155
 41707,  3091345,     604123,      4137
 41708,  3091374,     604079,      4183
 41709,  3091019,     603988,      5282
 41710,  3091221,     604066,      4176
 41711,  3091678,     604154,      4133
 41712,  3091500,     604127,      4773
 41713,  3091759,     604211,      4620
 41714,  3091628,     604129,      4544
 41715,  3091744,     604175,      4191
 41716,  3092237,     604281,      4739
 41717,  3092004,     604246,      4142
 41718,  3091912,     604198,      4124
 41719,  3092087,     604222,      4129
 41720,  3092367,     604306,      4347
 41721,  3092305,     604306,      4201
 41722,  3092952,     604440,      4118
 41723,  3092132,     604264,      4412
 41724,  3092451,     604316,      5095
 41725,  3092140,     604210,      5300
 41726,  3092845,     604380,      4136
 41727,  3092899,     604423,      6195
 41728,  3093526,     604548,      4298
 41729,  3093392,     604532,      4147
 41730,  3093007,     604398,      4335
 41731,  3092292,     604258,      4494
 41732,  3093178,     604476,      4304
 41733,  3093490,     604508,      4149
 41734,  3093511,     604560,      5163
 41735,  3093299,     604474,      4164
 41736,  3093244,     604472,      4150
 41737,  3093565,     604559,      4141
 41738,  3093632,     604565,      6049
 41739,  3093075,     604428,      4139
 41740,  3094836,     604859,      4136
 41741,  3094175,     604679,      5172
 41742,  3094253,     604678,      4300
 41743,  3094270,     604697,      4145
 41744,  3093882,     604611,      4152
 41745,  3094775,     604775,      5796
 41746,  3094038,     604619,      4158
 41747,  3094334,     604679,      4136
 41748,  3094440,     604703,      4191
 41749,  3094896,     604786,      5580
 41750,  3094415,     604674,      4148
 41751,  3094098,     604591,      4149
 41752,  3094566,     604740,      4392
 41753,  3094799,     604787,      4157
 41754,  3095201,     604878,      4132
 41755,  3094516,     604693,      5850
 41756,  3095639,     604985,      4642
 41757,  3095591,     604948,      4191
 41758,  3095541,     604953,      5124
 41759,  3095266,     604844,      5025
 41760,  3096120,     605091,      4818
 41761,  3095437,     604906,      4174
 41762,  3095748,     604951,      4125
 41763,  3095788,     604984,      4943
 41764,  3096119,     605059,      4487
 41765,  3096552,     605188,      4132
 41766,  3096160,     605068,      4143
 41767,  3095732,     604962,      4155
 41768,  3096624,     605152,      5205
 41769,  3095919,     604990,      4141
 41770,  3096176,     605020,      4152
 41771,  3095988,     605008,      4149
 41772,  3096290,     605044,      4146
 41773,  3096078,     605022,      4135
 41774,  3096496,     605112,      4172
 41775,  3096550,     605087,      4130
 41776,  3096615,     605132,      4137
 41777,  3095976,     604977,      4133
 41778,  3096705,     605139,      4141
 41779,  3097789,     605411,      4139
 41780,  3096580,     605119,      4141
 41781,  3097306,     605271,      4149
 41782,  3097931,     605426,      4146
 41783,  3097813,     605413,      4172
 41784,  3097594,     605361,      4161
 41785,  3096857,     605094,      4139
 41786,  3097413,     605257,      4139
 41787,  3097613,     605318,      4142
 41788,  3097848,     605377,      4152
 41789,  3097910,     605382,      4142
 41790,  3098009,     605407,      4135
 41791,  3097914,     605353,      4145
 41792,  3098605,     605541,      4139
 41793,  3098130,     605423,      4140
 41794,  3098611,     605528,      4150
 41795,  3098529,     605478,      4143
 41796,  3098267,     605400,      4143
 41797,  3099070,     605619,      4146
 41798,  3098527,     605511,      4144
 41799,  3098570,     605495,      4155
 41800,  3098486,     605487,      4147
 41801,  3099177,     605669,      4153
 41802,  3098829,     605530,      4151
 41803,  3098965,     605573,      4176
 41804,  3098922,     605594,      4160
 41805,  3098841,     605551,      4233
 41806,  3099218,     605606,      5365
 41807,  3098829,     605519,      4777
 41808,  3099977,     605837,      5575
 41809,  3098934,     605544,      4327
 41810,  3098986,     605550,      5014
 41811,  3099905,     605778,      4174
 41812,  3099324,     605600,      4145
 41813,  3099506,     605680,      4256
 41814,  3099983,     605796,      4453
 41815,  3100126,     605825,      4145
